"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Jamey Wright","Rockies","35","59","0","2","3","0","1.7%","35.6%",".018",".235",".145",".161",".164",".146","-33","0.0","-9.9","6.0","-0.2","715"
"Jeff Fassero","Giants","48","14","0","0","0","0","0.0%","42.9%",".000",".000",".000",".000",".000",".000","-100","0.0","-3.9","1.4","-0.2","279"
"Rick Helling","Brewers","15","14","0","0","0","0","0.0%","64.3%",".000",".000",".000",".000",".000",".000","-100","0.0","-3.9","1.4","-0.2","58"
"Adam Shabala","Giants","6","18","0","1","4","0","5.6%","27.8%",".000",".273",".200",".235",".200",".198","11","0.0","-2.0","-0.6","-0.2","2954"
"Jose Hernandez","Indians","84","256","6","28","31","1","5.5%","23.4%",".107",".281",".231",".277",".338",".271","63","-2.0","-13.5","2.9","-0.2","688"
"Sun-Woo Kim","- - -","24","26","0","2","3","0","0.0%","19.2%",".000",".133",".105",".100",".105",".089","-66","0.0","-5.5","2.6","-0.2","197"
"Larry Bigbie","- - -","90","304","5","27","23","5","7.9%","22.0%",".107",".297",".239",".301",".346",".287","70","1.4","-10.0","-2.2","-0.2","128"
"Greg Myers","Blue Jays","6","13","0","0","1","0","7.7%","7.7%",".000",".091",".083",".154",".083",".123","-42","-0.5","-2.8","0.2","-0.2","933"
"Todd Hollandsworth","- - -","131","330","6","26","36","4","7.0%","20.0%",".129",".292",".244",".298",".373",".294","72","0.0","-11.6","-1.3","-0.2","433"
"Shawn Estes","Diamondbacks","21","31","0","2","0","1","0.0%","22.6%",".069",".091",".069",".069",".138",".085","-68","0.2","-6.3","3.2","-0.2","873"
"Rey Sanchez","Yankees","23","48","0","7","2","0","4.2%","6.3%",".023",".300",".279",".326",".302",".287","73","-1.0","-2.6","-1.2","-0.2","213"
"Dan Wilson","Mariners","11","28","0","2","2","0","0.0%","35.7%",".000",".294",".185",".214",".185",".185","6","-0.6","-3.8","0.6","-0.2","1102"
"Eric Munson","Devil Rays","11","24","0","2","2","0","16.7%","12.5%",".056",".188",".167",".333",".222",".274","65","-1.3","-2.3","-0.7","-0.2","481"
"Jose Bautista","Pirates","11","31","0","3","1","1","9.7%","22.6%",".036",".190",".143",".226",".179",".195","10","-1.5","-5.0","1.7","-0.2","1887"
"Cory Lidle","Phillies","31","67","0","2","2","0","1.5%","44.8%",".000",".286",".138",".153",".138",".133","-34","0.0","-11.3","6.8","-0.2","926"
"Pablo Ozuna","White Sox","70","217","0","27","11","14","3.2%","12.0%",".054",".316",".276",".313",".330",".288","70","2.0","-6.0","-3.7","-0.2","1469"
"Brian Moehler","Marlins","37","47","0","1","3","0","2.1%","31.9%",".025",".120",".075",".119",".100",".106","-46","0.0","-8.6","4.8","-0.2","480"
"Mike Rose","Dodgers","15","46","1","2","1","0","6.5%","13.0%",".116",".222",".209",".261",".326",".260","54","-1.1","-3.8","-0.1","-0.2","2278"
"Alex Cintron","Diamondbacks","122","348","8","36","48","1","3.4%","9.5%",".142",".281",".273",".298",".415",".304","76","-0.3","-10.6","-3.1","-0.2","50"
"Joe Dillon","Marlins","27","39","1","6","1","0","2.6%","20.5%",".111",".185",".167",".211",".278",".218","27","0.0","-3.6","-0.1","-0.2","2384"
"Tomo Ohka","- - -","33","59","0","2","3","0","3.4%","42.4%",".000",".207",".111",".143",".111",".120","-39","0.0","-10.3","6.0","-0.2","788"
"Scott Seabol","Cardinals","59","114","1","11","10","0","7.0%","20.2%",".076",".268",".219",".272",".295",".255","51","0.9","-6.2","0.1","-0.2","846"
"Shin-Soo Choo","Mariners","10","21","0","1","1","0","14.3%","19.0%",".000",".071",".056",".190",".056",".143","-22","0.2","-2.9","-0.2","-0.2","3174"
"Ken Huckaby","Blue Jays","35","96","0","8","6","0","5.2%","19.8%",".046",".265",".207",".250",".253",".228","30","-0.5","-8.8","3.1","-0.2","1306"
"Garret Anderson","Angels","142","603","17","68","96","1","3.8%","13.9%",".151",".305",".283",".308",".435",".316","93","-1.3","-6.2","-16.7","-0.2","2"
"Jeff Baker","Rockies","12","43","1","6","4","0","11.6%","27.9%",".184",".280",".211",".302",".395",".307","73","0.2","-1.3","-2.6","-0.2","2073"
"Fernando Cortez","Devil Rays","8","14","0","0","1","0","7.1%","21.4%",".000",".100",".077",".143",".077",".114","-44","0.1","-2.4","-0.6","-0.2","3634"
"Brad Halsey","Diamondbacks","28","60","0","2","2","0","10.0%","30.0%",".000",".100",".063",".167",".063",".128","-40","0.0","-10.6","6.1","-0.3","4760"
"Alejandro Freire","Orioles","25","72","1","7","4","0","8.3%","23.6%",".092",".319",".246",".319",".338",".297","79","-0.3","-2.2","-2.8","-0.3","8588"
"Calvin Pickering","Royals","7","31","1","4","3","0","9.7%","45.2%",".111",".231",".148",".226",".259",".219","23","0.1","-2.8","-0.8","-0.3","208"
"Skip Schumaker","Cardinals","27","26","0","9","1","1","7.7%","7.7%",".042",".273",".250",".308",".292",".273","63","0.3","-0.9","-2.5","-0.3","3704"
"Dave Hansen","Mariners","60","88","2","5","11","1","10.2%","21.6%",".080",".196",".173",".256",".253",".229","36","1.1","-5.8","0.3","-0.3","1403"
"Trent Durrington","Brewers","28","18","0","3","2","5","5.6%","16.7%",".071",".273",".214",".267",".286",".249","44","0.4","-0.9","-2.2","-0.3","1805"
"John Patterson","Nationals","31","68","0","2","0","0","0.0%","33.8%",".051",".167",".102",".117",".153",".119","-37","0.0","-11.7","6.9","-0.3","71"
"Aaron Holbert","Reds","22","32","0","3","2","1","9.4%","25.0%",".111",".300",".222",".290",".333",".261","51","0.1","-1.9","-1.8","-0.3","1960"
"Jason Dubois","- - -","66","202","9","21","24","0","5.9%","36.6%",".209",".337",".235",".292",".444",".316","88","-2.4","-5.4","-3.9","-0.3","1941"
"Jason Schmidt","Giants","29","60","1","2","2","0","0.0%","53.3%",".057",".200",".094",".111",".151",".117","-42","0.0","-10.7","6.1","-0.3","1131"
"Jose Vizcaino","Astros","98","205","1","15","23","2","7.3%","19.5%",".091",".304",".246",".299",".337",".274","62","1.2","-8.7","-0.7","-0.3","577"
"Anderson Hernandez","Mets","6","19","0","1","0","0","5.3%","21.1%",".000",".071",".056",".105",".056",".084","-62","-0.3","-4.2","0.8","-0.3","3366"
"Jerome Williams","- - -","22","40","0","1","0","0","0.0%","40.0%",".029",".167",".088",".088",".118",".089","-60","0.0","-8.1","4.1","-0.3","1137"
"Matt Morris","Cardinals","31","69","0","4","2","0","5.8%","33.3%",".000",".147",".088",".148",".088",".119","-39","0.0","-12.0","7.0","-0.3","1172"
"Mike Restovich","- - -","66","126","3","15","8","0","8.7%","23.0%",".139",".289",".235",".302",".374",".299","76","-0.6","-4.5","-2.4","-0.3","751"
"Corey Hart","Brewers","21","63","2","9","7","2","9.5%","17.5%",".175",".205",".193",".270",".368",".281","65","-1.3","-4.1","-0.8","-0.3","1945"
"Michael Tucker","- - -","126","307","5","35","36","4","10.1%","16.9%",".123",".274",".239",".318",".362",".299","77","-0.7","-9.4","-3.5","-0.3","635"
"Al Leiter","- - -","33","22","0","0","0","0","0.0%","54.5%",".000",".000",".000",".000",".000",".000","-100","0.0","-6.0","2.2","-0.3","883"
"Alexis Gomez","Tigers","9","18","0","2","1","0","11.1%","11.1%",".000",".214",".188",".278",".188",".226","32","0.1","-1.4","-2.3","-0.3","1501"
"Andy Phillips","Yankees","27","41","1","7","4","0","2.4%","31.7%",".175",".192",".150",".171",".325",".210","21","0.5","-3.5","-1.0","-0.3","2075"
"Jose Offerman","- - -","86","118","2","11","13","0","9.3%","14.4%",".105",".256",".229",".308",".333",".289","72","-0.8","-5.0","-2.0","-0.3","205"
"Kelly Shoppach","Red Sox","9","16","0","1","0","0","0.0%","43.8%",".000",".000",".000",".063",".000",".046","-95","0.1","-3.7","0.0","-0.3","3867"
"Todd Self","Astros","21","49","1","7","4","0","6.1%","18.4%",".111",".229",".200",".250",".311",".249","45","-1.2","-4.6","-0.2","-0.3","2933"
"Chris Widger","White Sox","45","154","4","18","11","0","6.5%","14.3%",".142",".261",".241",".296",".383",".299","77","-4.1","-8.3","0.0","-0.3","1541"
"Brandon Claussen","Reds","29","64","0","3","0","0","4.7%","34.4%",".000",".152",".091",".138",".091",".113","-46","0.0","-11.8","6.5","-0.3","814"
"Yamid Haad","Giants","17","32","0","0","1","0","9.4%","21.9%",".036",".091",".071",".156",".107",".133","-32","-0.7","-6.0","1.8","-0.3","2006"
"Byung-Hyun Kim","Rockies","40","45","0","0","2","0","4.4%","13.3%",".000",".091",".079",".122",".079",".099","-64","0.0","-9.3","4.6","-0.3","61"
"Luke Scott","Astros","34","89","0","6","4","1","10.1%","25.8%",".100",".263",".188",".270",".288",".248","44","0.7","-5.6","-0.6","-0.3","3469"
"Shannon Stewart","Twins","132","599","10","69","56","7","5.7%","12.2%",".114",".298",".274",".323",".388",".312","89","-2.5","-10.4","-13.1","-0.3","1322"
"Ken Harvey","Royals","12","48","1","4","5","0","6.3%","27.1%",".133",".290",".222",".271",".356",".275","61","-0.4","-2.7","-2.2","-0.3","604"
"Marshall McDougall","Rangers","18","18","0","3","0","0","0.0%","55.6%",".056",".375",".167",".167",".222",".168","-13","-0.4","-2.9","-1.1","-0.3","2128"
"Andy Machado","- - -","6","15","0","1","2","0","13.3%","40.0%",".000",".000",".000",".133",".000",".094","-63","0.1","-3.0","-0.8","-0.3","1853"
"Chris Snyder","Diamondbacks","115","373","6","24","28","0","10.7%","23.3%",".098",".258",".202",".297",".301",".269","53","-2.4","-24.5","8.9","-0.4","4606"
"Omar Quintanilla","Rockies","39","143","0","16","7","2","6.3%","10.5%",".023",".248",".219",".270",".242",".236","26","0.0","-13.2","5.0","-0.4","6335"
"William Bergolla","Reds","17","38","0","3","1","0","0.0%","26.3%",".000",".179",".132",".132",".132",".117","-44","0.4","-6.5","1.7","-0.4","2152"
"Brian Lawrence","Padres","33","69","0","2","1","0","2.9%","42.0%",".000",".161",".085",".113",".085",".094","-49","0.0","-13.0","7.0","-0.4","1045"
"Raul Chavez","Astros","37","105","2","6","6","1","3.8%","17.1%",".091",".188",".172",".210",".263",".210","19","-1.6","-12.3","5.2","-0.4","553"
"Pete LaForest","Devil Rays","25","70","1","5","4","0","8.6%","32.9%",".094",".250",".172",".243",".266",".225","31","-1.0","-6.9","0.9","-0.4","1821"
"Victor Santos","Brewers","29","43","0","1","0","0","0.0%","30.2%",".000",".111",".075",".075",".075",".067","-76","0.0","-9.5","4.4","-0.4","446"
"Chad Allen","Rangers","21","56","0","5","5","0","3.6%","23.2%",".057",".375",".283",".309",".340",".287","68","-0.7","-3.0","-2.7","-0.4","122"
"Tony Giarratano","Tigers","15","47","1","4","4","1","10.6%","14.9%",".071",".147",".143",".234",".214",".212","23","0.1","-4.3","-1.2","-0.4","6270"
"Chris Aguila","Marlins","65","81","0","11","4","0","3.7%","23.5%",".038",".322",".244",".272",".282",".248","47","0.6","-4.8","-1.8","-0.4","2143"
"Jose Macias","Cubs","112","190","1","15","13","4","3.2%","12.6%",".062",".284",".254",".274",".316",".260","49","-1.7","-13.9","3.7","-0.4","476"
"Matt Diaz","Royals","34","97","1","7","9","0","4.1%","15.5%",".124",".324",".281",".323",".404",".318","90","-0.4","-1.6","-5.8","-0.4","1771"
"Cesar Izturis","Dodgers","106","478","2","48","31","8","5.2%","10.7%",".065",".286",".257",".302",".322",".279","66","-3.8","-24.3","4.6","-0.4","656"
"Ramon Ortiz","Reds","30","61","0","1","0","0","1.6%","37.7%",".037",".129",".074",".091",".111",".091","-61","0.0","-12.3","6.2","-0.4","27"
"Norihiro Nakamura","Dodgers","17","41","0","1","3","0","4.9%","17.1%",".051",".156",".128",".171",".179",".160","-12","0.0","-5.8","0.3","-0.4","8786"
"Endy Chavez","- - -","98","130","0","19","11","2","5.4%","10.8%",".086",".245",".216",".260",".302",".249","43","0.2","-9.1","0.7","-0.4","768"
"Raul Mondesi","Braves","41","155","4","17","17","0","7.7%","22.6%",".148",".250",".211",".271",".359",".268","59","-0.7","-8.7","-0.6","-0.4","1314"
"Tomas Perez","Phillies","94","176","0","17","22","1","6.3%","15.3%",".044",".278",".233",".289",".277",".253","45","1.0","-11.1","1.1","-0.4","965"
"Wily Mo Pena","Reds","99","335","19","42","51","2","6.0%","34.6%",".238",".339",".254",".304",".492",".341","104","0.2","1.8","-17.0","-0.4","344"
"Geronimo Gil","Orioles","64","134","4","7","17","0","3.7%","17.2%",".120",".200",".192",".220",".312",".231","34","-2.0","-12.8","4.0","-0.4","142"
"Erubiel Durazo","Athletics","41","167","4","15","16","1","8.4%","14.4%",".132",".258",".237",".305",".368",".299","83","-2.2","-5.7","-4.3","-0.4","1413"
"Jeff Liefer","Indians","19","57","1","5","8","0","1.8%","26.3%",".089",".250",".196",".211",".286",".217","26","0.4","-4.8","-1.5","-0.4","245"
"Scott Hairston","Diamondbacks","15","20","0","0","0","0","0.0%","30.0%",".050",".143",".100",".100",".150",".107","-54","-0.3","-4.2","-0.9","-0.4","1926"
"Shane Costa","Royals","27","88","2","13","7","0","5.7%","12.5%",".099",".250",".235",".287",".333",".277","63","0.0","-4.0","-3.4","-0.4","6358"
"Chad Moeller","Brewers","66","216","7","23","23","0","6.0%","22.2%",".161",".234",".206",".257",".367",".270","58","-1.6","-13.0","1.5","-0.5","66"
"Humberto Quintero","Astros","18","57","1","6","8","0","1.8%","17.5%",".074",".209",".185",".200",".259",".192","8","-0.1","-6.7","0.3","-0.5","1824"
"Alex Sanchez","- - -","62","192","2","32","16","8","4.2%","17.7%",".108",".387",".324",".353",".432",".340","109","0.7","2.7","-13.7","-0.5","708"
"Corey Patterson","Cubs","126","483","13","47","34","15","4.8%","24.4%",".133",".262",".215",".254",".348",".261","50","4.5","-26.1","5.7","-0.5","300"
"Einar Diaz","Cardinals","58","139","1","14","17","0","3.6%","8.6%",".069",".222",".208",".248",".277",".236","38","-1.7","-12.5","3.4","-0.5","378"
"Brayan Pena","Braves","18","40","0","2","4","0","2.5%","17.5%",".051",".219",".179",".200",".231",".178","-1","-0.6","-5.7","-0.3","-0.5","3231"
"Jon Lieber","Phillies","36","78","0","7","4","0","1.3%","37.2%",".027",".156",".096",".107",".123",".102","-54","0.0","-15.1","7.9","-0.5","287"
"Chris Gomez","Orioles","89","254","1","27","18","2","10.6%","6.7%",".064",".297",".279",".359",".342",".317","93","-2.2","-4.4","-8.9","-0.5","1208"
"Quinton McCracken","Diamondbacks","134","246","1","23","13","4","9.3%","14.2%",".060",".278",".237",".313",".298",".272","55","1.5","-12.4","-0.4","-0.5","1377"
"Daryle Ward","Pirates","133","453","12","46","63","0","8.2%","13.2%",".145",".274",".260",".318",".405",".307","84","-7.3","-16.5","-3.1","-0.5","579"
"Mike Edwards","Dodgers","88","258","3","23","15","1","6.2%","13.2%",".092",".277",".247",".300",".339",".285","70","-1.6","-11.3","-2.0","-0.5","1850"
"Gary Bennett","Nationals","68","228","1","11","21","0","9.2%","16.2%",".050",".262",".221",".298",".271",".256","53","-1.5","-14.8","2.5","-0.5","420"
"Jaime Bubela","Mariners","11","20","0","3","0","1","5.0%","20.0%",".000",".133",".105",".150",".105",".124","-35","0.1","-3.2","-2.4","-0.5","8224"
"Robert Andino","Marlins","17","50","0","4","1","1","10.0%","16.0%",".091",".194",".159",".245",".250",".219","28","0.3","-4.3","-2.3","-0.5","4900"
"Greg Dobbs","Mariners","59","154","1","8","20","1","5.8%","16.2%",".085",".288",".246",".288",".331",".265","60","-0.3","-7.8","-2.4","-0.5","2158"
"Ross Gload","White Sox","28","44","0","2","5","0","4.5%","20.5%",".048",".212",".167",".205",".214",".190","4","-0.4","-5.6","-1.0","-0.5","1538"
"Pedro Martinez","Mets","31","76","0","2","1","0","1.3%","34.2%",".000",".140",".087",".100",".087",".086","-60","0.0","-15.3","7.7","-0.5","200"
"Brandon Webb","Diamondbacks","33","76","0","0","2","0","1.3%","39.5%",".000",".188",".097",".111",".097",".096","-61","0.0","-15.4","7.7","-0.5","1692"
"Melky Cabrera","Yankees","6","19","0","1","0","0","0.0%","10.5%",".000",".235",".211",".211",".211",".187","5","0.0","-2.2","-3.7","-0.5","4022"
"Miguel Cairo","Mets","100","367","2","31","19","13","5.2%","8.4%",".073",".268",".251",".296",".324",".274","63","0.3","-16.6","-0.6","-0.5","1412"
"Chris Carpenter","Cardinals","33","93","0","7","2","0","5.4%","24.7%",".026",".091",".065",".120",".091",".105","-48","-0.4","-17.8","9.5","-0.5","1292"
"Charles Thomas","Athletics","30","55","0","4","1","0","9.1%","14.5%",".000",".132",".109",".255",".109",".198","14","0.0","-5.8","-1.3","-0.5","2962"
"Rickie Weeks Jr.","Brewers","96","414","13","56","42","15","9.7%","23.2%",".156",".290",".239",".333",".394",".322","92","-3.1","-7.2","-11.6","-0.5","1849"
"Mike Mahoney","Cardinals","26","75","1","5","6","0","5.3%","13.3%",".063",".170",".156",".217",".219",".195","11","-1.0","-9.4","1.6","-0.5","1544"
"Pat Borders","Mariners","39","125","1","12","7","0","3.2%","17.6%",".068",".232",".197",".228",".265",".215","27","-0.1","-11.3","1.7","-0.5","1068"
"Conor Jackson","Diamondbacks","40","99","2","8","8","0","12.1%","11.1%",".106",".205",".200",".303",".306",".279","60","-0.8","-5.8","-2.8","-0.5","5997"
"Bobby Higginson","Tigers","10","27","0","1","1","0","3.7%","18.5%",".000",".095",".077",".111",".077",".092","-59","0.1","-5.1","-1.4","-0.6","469"
"Miguel Ojeda","- - -","59","120","1","8","9","1","12.5%","20.0%",".078",".182",".147",".256",".225",".221","33","0.7","-9.3","-0.5","-0.6","1712"
"Luis Terrero","Diamondbacks","88","184","4","23","20","3","7.6%","21.7%",".124",".280",".230",".313",".354",".300","73","-1.5","-7.7","-4.1","-0.6","1765"
"Andy Pettitte","Astros","33","79","0","1","3","0","1.3%","24.1%",".000",".114",".081",".094",".081",".081","-66","0.0","-16.5","8.0","-0.6","840"
"Ben Sheets","Brewers","22","53","0","0","0","0","1.9%","32.1%",".000",".036",".022",".043",".022",".035","-97","0.0","-13.1","5.4","-0.6","710"
"Eric Valent","Mets","28","50","0","4","1","0","14.0%","34.0%",".070",".308",".186",".300",".256",".234","37","0.1","-3.8","-4.0","-0.6","1629"
"Chip Ambres","Royals","53","167","4","25","9","3","9.6%","19.2%",".138",".282",".241",".323",".379",".310","85","-0.7","-3.8","-8.1","-0.6","2042"
"Ruben Gotay","Royals","86","317","5","32","29","2","6.9%","16.1%",".117",".255",".227",".288",".344",".279","64","2.8","-11.2","-5.8","-0.6","3417"
"Marcus Thames","Tigers","38","118","7","11","16","0","7.6%","32.2%",".215",".222",".196",".263",".411",".288","74","0.8","-3.0","-7.3","-0.6","1523"
"Tony Blanco","Nationals","56","65","1","7","7","1","3.1%","29.2%",".097",".238",".177",".215",".274",".218","28","0.5","-5.4","-3.1","-0.6","2522"
"Brad Hawpe","Rockies","101","351","9","38","47","2","12.3%","19.9%",".141",".310",".262",".350",".403",".331","89","-4.2","-9.1","-8.8","-0.6","1885"
"Tike Redman","Pirates","135","344","2","33","26","4","5.5%","7.8%",".082",".266",".251",".292",".332",".277","64","1.1","-14.5","-3.3","-0.7","1003"
"Desi Relaford","Rockies","73","238","1","24","16","3","9.2%","17.6%",".095",".274",".224",".308",".319",".281","56","1.7","-11.5","-3.1","-0.7","1096"
"Michael Ryan","Twins","57","131","2","7","13","1","6.9%","16.8%",".094",".266",".231",".283",".325",".268","59","-2.9","-9.4","-1.9","-0.7","1643"
"Ty Wigginton","Pirates","57","171","7","20","25","0","8.2%","17.5%",".206",".280",".258",".324",".465",".341","107","-1.7","-0.3","-12.3","-0.7","1491"
"Wil Cordero","Nationals","29","56","0","2","2","0","5.4%","25.0%",".039",".154",".118",".161",".157",".136","-26","0.4","-8.5","-0.5","-0.7","770"
"Brad Eldred","Pirates","55","208","12","23","27","1","6.3%","37.0%",".237",".291",".221",".279",".458",".315","89","-0.5","-3.3","-10.8","-0.7","4328"
"Adrian Gonzalez","Rangers","43","162","6","17","17","0","6.2%","22.8%",".180",".257",".227",".272",".407",".287","67","-0.1","-6.7","-6.3","-0.7","1908"
"Edgardo Alfonzo","Giants","109","402","2","36","43","2","6.7%","8.5%",".068",".298",".277",".327",".345",".299","78","-3.0","-14.2","-6.4","-0.8","859"
"Mike Lamb","Astros","125","349","12","41","53","1","6.3%","18.6%",".183",".257",".236",".284",".419",".301","79","-1.2","-10.2","-8.7","-0.8","1258"
"Keith Ginter","Athletics","51","156","3","12","25","0","8.3%","16.0%",".102",".170",".161",".234",".263",".225","32","-0.1","-13.0","0.2","-0.8","1500"
"Eli Marrero","- - -","54","156","7","19","19","1","7.1%","24.4%",".232",".184",".181",".239",".413",".274","62","0.1","-7.3","-5.6","-0.8","1166"
"Justin Huber","Royals","25","85","0","6","6","0","5.9%","23.5%",".038",".288",".218",".271",".256",".241","38","0.0","-6.5","-4.1","-0.8","3147"
"Andres Blanco","Royals","26","86","0","6","5","0","0.0%","5.8%",".025",".224",".215",".220",".241",".202","11","-0.1","-9.4","-1.4","-0.8","1907"
"Ramon Martinez","- - -","52","127","1","11","14","0","4.7%","8.7%",".054",".288",".277",".309",".330",".283","67","0.3","-4.9","-7.3","-0.8","1120"
"Scott Spiezio","Mariners","29","51","1","2","1","0","7.8%","35.3%",".085",".071",".064",".137",".149",".137","-26","0.0","-7.9","-1.8","-0.8","37"
"Aaron Miles","Rockies","99","347","2","37","28","4","2.3%","11.0%",".074",".312",".281",".306",".355",".290","62","1.8","-14.7","-4.9","-0.8","1844"
"Donnie Murphy","Royals","32","88","1","4","8","0","10.2%","26.1%",".104",".204",".156",".241",".260",".229","30","-1.0","-8.6","-3.3","-0.9","4704"
"Joe McEwing","Royals","83","191","1","16","6","4","3.1%","18.3%",".056",".292",".239",".263",".294",".248","43","-1.3","-14.7","-0.8","-0.9","887"
"Scott Hatteberg","Athletics","134","523","7","52","59","0","9.8%","10.3%",".086",".277",".256",".334",".343",".303","85","-2.4","-11.8","-15.0","-0.9","916"
"Ramon Vazquez","- - -","39","92","0","7","5","0","5.4%","18.5%",".059",".265",".212",".256",".271",".237","36","0.7","-6.6","-5.9","-0.9","1058"
"Ruben Sierra","Yankees","61","181","4","14","29","0","5.0%","22.7%",".141",".276",".229",".265",".371",".273","64","0.8","-7.3","-8.3","-0.9","1099"
"David Newhan","Orioles","96","249","5","31","21","9","8.8%","18.1%",".110",".229",".202",".279",".312",".265","57","1.2","-11.9","-6.0","-1.0","2009"
"Aaron Harang","Reds","32","78","0","1","3","0","0.0%","50.0%",".000",".057",".027",".027",".027",".024","-100","0.0","-20.1","7.9","-1.0","1451"
"Jason Phillips","Dodgers","121","434","10","38","55","0","5.8%","11.5%",".125",".248",".238",".287",".363",".282","68","-6.0","-23.4","-0.6","-1.0","892"
"Roger Cedeno","Cardinals","37","61","0","4","8","0","3.3%","9.8%",".018",".173",".158",".197",".175",".172","-4","-1.5","-9.4","-2.7","-1.0","869"
"John Flaherty","Yankees","47","138","2","10","11","0","4.3%","18.8%",".087",".188",".165",".206",".252",".204","17","-2.1","-16.2","1.1","-1.0","1206"
"Mark Teahen","Royals","130","491","7","60","55","7","8.1%","21.8%",".130",".308",".246",".309",".376",".301","79","3.4","-9.5","-17.9","-1.1","4511"
"Andy Marte","Braves","24","66","0","3","4","0","10.6%","19.7%",".070",".174",".140",".227",".211",".204","16","-0.4","-7.4","-5.7","-1.1","3203"
"Phil Nevin","- - -","102","414","12","46","55","3","6.5%","23.4%",".142",".283",".237",".287",".379",".291","78","-2.0","-13.5","-11.0","-1.1","1049"
"Cristian Guzman","Nationals","142","492","4","39","31","7","5.1%","15.4%",".094",".254",".219",".260",".314",".248","48","0.4","-31.8","3.8","-1.2","728"
"Jason Grabowski","Dodgers","65","124","4","14","12","1","8.1%","23.4%",".107",".175",".161",".228",".268",".220","27","-1.3","-12.6","-3.8","-1.2","1604"
"Steve Finley","Angels","112","440","12","41","54","8","5.9%","16.1%",".153",".239",".222",".271",".374",".278","68","2.7","-14.5","-13.0","-1.3","54"
"Terry Tiffee","Twins","54","159","1","9","15","1","5.0%","9.4%",".087",".222",".207",".245",".293",".236","38","-3.5","-15.7","-2.5","-1.3","2160"
"Sammy Sosa","Orioles","102","424","14","39","45","1","9.2%","19.8%",".155",".246",".221",".295",".376",".293","76","-5.4","-17.5","-11.1","-1.4","302"
"Bret Boone","- - -","88","360","7","33","37","4","7.8%","18.1%",".129",".255",".221",".290",".350",".282","72","-2.8","-15.3","-12.6","-1.6","1067"
"Timo Perez","White Sox","76","196","2","13","15","2","6.1%","12.8%",".078",".242",".218",".266",".296",".249","44","-0.2","-13.7","-9.5","-1.7","891"
"Adam LaRoche","Braves","141","502","20","53","78","0","7.8%","17.3%",".195",".277",".259",".320",".455",".329","99","-5.8","-6.6","-27.9","-1.8","1904"
"Marquis Grissom","Giants","44","147","2","8","15","1","4.8%","12.2%",".073",".229",".212",".248",".285",".237","37","-1.8","-13.4","-13.9","-2.3","652"
"Bernie Williams","Yankees","141","546","12","53","64","1","9.7%","13.7%",".118",".270",".249",".321",".367",".305","85","-1.5","-11.3","-30.2","-2.3","857"
"Tony Womack","Yankees","108","351","0","46","15","27","3.4%","14.0%",".030",".291",".249",".276",".280",".249","47","4.0","-18.6","-16.5","-2.3","78"
